Time,RH.ACC.X,RH.ACC.Y,RH.ACC.Z,RH.GY.X,RH.GY.Y,RH.GY.Z,LH.ACC.X,LH.ACC.Y,LH.ACC.Z,LH.GY.X,LH.GY.Y,LH.GY.Z,RT.ACC.X,RT.ACC.Y,RT.ACC.Z,RT.GY.X,RT.GY.Y,RT.GY.Z,LT.ACC.X,LT.ACC.Y,LT.ACC.Z,LT.GY.X,LT.GY.Y,LT.GY.Z
0.0675,0.30078130000000003,-1.573242,-0.21630860000000002,-69.45121999999999,27.31707,131.7683,-0.05859375,-1.03125,0.2158203,-12.2561,-0.7926829000000001,-14.024389999999999,0.8168945,-2.373047,0.6801758000000001,117.8049,275.9756,-76.03659,0.1362305,-0.6469727,0.8354492,-15.548779999999999,14.024389999999999,3.2926830000000002
0.0702,0.1865234,-1.610352,-0.262207,-71.70732,28.41463,130.4268,-0.03027344,-1.024414,0.2080078,-12.68293,-0.6097561,-15.36585,0.5605469,-2.324707,0.8232421999999998,94.93903,307.9268,-90.0,0.1206055,-0.6425781,0.8476563,-15.487810000000001,15.2439,1.9512200000000002
0.0729,0.1821289,-1.7236330000000002,-0.23193360000000002,-75.48781,29.024390000000004,123.2927,-0.02392578,-1.019531,0.2070313,-13.841460000000001,-0.4878049,-16.28049,0.14013670000000003,-1.7231450000000001,1.061523,76.28049,315.9756,-105.12200000000001,0.0859375,-0.6054688,0.8505859,-14.573170000000001,9.634147,0.3048781
0.0756,0.2583008,-1.773438,-0.1694336,-76.82927,29.32927,117.6829,-0.02685547,-1.003418,0.23242190000000001,-14.268289999999999,0.3048781,-15.914629999999999,0.02246094,-1.205566,1.074219,72.43903,301.8903,-107.8049,0.07128906,-0.5820313,0.8457030999999999,-13.597560000000001,-2.195122,0.42682929999999997
0.0783,0.4389648,-1.8095700000000001,0.0034179690000000003,-77.19511999999999,30.36585,105.12200000000001,-0.03857422,-0.9882813,0.2421875,-14.146339999999999,1.036585,-15.731710000000001,-0.11865230000000002,-0.18359379999999997,1.056152,91.09756,249.2073,-120.6707,0.04833984,-0.5566406,0.8173828000000001,-12.68293,-7.682927,1.8292680000000001
0.081,0.4848633,-1.7773439999999998,0.08154297,-76.15854,33.78049,95.06097,-0.04980469,-0.9501953000000002,0.2504883,-14.695120000000001,2.682927,-16.036579999999997,-0.47216800000000003,0.8466796999999998,0.6772461,100.2439,205.1829,-129.4512,0.04003906,-0.5551758000000001,0.8012695,-13.719510000000001,-14.87805,5.670732
0.0837,0.42285159999999994,-1.6362299999999999,0.190918,-75.73170999999999,36.036590000000004,91.46342,-0.06103516,-0.940918,0.2509766,-15.792679999999999,2.804878,-16.76829,-0.550293,1.026367,0.8217773000000002,97.31708,87.80488000000001,-140.4268,0.04443359,-0.5698241999999999,0.777832,-15.060979999999999,-16.52439,7.8048779999999995
0.0864,0.2470703,-1.498047,0.24462889999999998,-74.02439,38.35366,87.2561,-0.05712891,-0.9277344000000001,0.27246090000000006,-18.59756,3.7195120000000004,-18.78049,-0.4838867,0.7158203000000001,1.2026370000000002,102.0122,34.2683,-137.9878,0.05224609,-0.5883789,0.78125,-18.90244,-18.71951,11.890239999999999
0.0891,0.1572266,-1.4560549999999999,0.2563477,-73.17073,38.597559999999994,86.46342,-0.05419922,-0.9238280999999999,0.2827148,-19.695120000000003,4.634146,-19.7561,-0.3139648,0.3769531,1.175781,121.4024,-45.4878,-117.9878,0.05859375,-0.625,0.8105469,-20.91463,-20.91463,12.68293
0.0918,0.04882813,-1.411133,0.2949219,-71.64634000000001,37.7439,86.46342,-0.04882813,-0.9057617,0.2749023,-22.439020000000003,5.731708,-21.03659,0.1533203,-0.3222656,0.9091796999999998,122.62200000000001,-105.4268,-103.5366,0.05761719,-0.6464844,0.8261719000000001,-23.59756,-28.963420000000003,12.80488
